,scalerank,featurecla,type,sov_a3,note,edited,name,namealt,namealtt,routeraw,question,length_km,toll,ne_part,label,label2,local,localtype,localalt,labelrank,ignore,add,rwdb_rd_id,orig_fid,prefix,uident,continent,expressway,level,min_zoom,min_label,geometry
2289,3,Road,Major Highway,USA,,New in version 2.0.0,25,,,,0,95,0,ne_1d4_original,,,,,,0,0,0,0,0,,175405,North America,1,Interstate,3.0,6.0,"LINESTRING (-105.9236032736529 35.630184277409825, -105.94791559652042 35.637130655371976, -105.9895938642933 35.62150130495714, -106.06253083289585 35.58676941514641, -106.1545703408943 35.52946179695869, -106.234453687459 35.51035925756278, -106.2674489827792 35.486046934695274, -106.37859103017355 35.42700272201702, -106.48452329409629 35.36274872586716, -106.55746026269884 35.270709217868706, -106.61303128639602 35.117888902701466)"
2290,3,Road,Major Highway,USA,,New in version 2.0.0,85,,,,0,123,0,ne_1d4_original,,,,,,0,0,0,0,0,,175505,North America,1,Interstate,3.0,6.0,"LINESTRING (-83.00055599856705 34.49966126407036, -83.10475166799927 34.45624640180694, -83.25583538867596 34.37809964973279, -83.33919192422174 34.34336775992205, -83.49201223938897 34.23569890150877, -83.59447131433065 34.18707425577374, -83.67088147191426 34.138449610038705, -83.75076481847896 34.12108366513334, -83.81675540911935 34.1002445312469, -83.90184853915565 34.08114199185099, -83.99041485817304 34.05161988551187, -84.03209312594592 34.0342539406065)"
2291,7,Road,Major Highway,USA,,New in version 2.0.0,985,,,,0,36,0,ne_1d4_original,,,,,,0,0,0,0,0,,175605,North America,1,Interstate,7.0,9.5,"LINESTRING (-83.8045992476856 34.2982163031681, -83.8237017870815 34.2652210078479, -83.8428043264774 34.24264527947092, -83.86364346036385 34.22701592905609, -83.89142897221244 34.21312317313179, -83.92442426753263 34.18360106679267, -83.99388804715412 34.08114199185099, -84.03209312594592 34.0342539406065)"
2293,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,194,0,ne_1d4_original,,,,,,0,0,0,0,0,,176005,North America,1,Interstate,3.0,6.0,"LINESTRING (-98.33121216102599 35.5346715804303, -98.42846145249605 35.52946179695869, -98.64553576381314 35.53988136390191, -98.68026765362389 35.53640817492084, -98.69242381505764 35.51904223001547, -98.77230716162234 35.52425201348708, -98.90602493739367 35.5155690410344, -98.94075682720441 35.49993969061956, -98.98243509497729 35.496466501638494, -99.02932314622178 35.4825737457142, -99.10399670931487 35.477363962242585, -99.12830903218239 35.473890773261516, -99.18908983935117 35.43742228896024, -99.22208513467137 35.425266127526484, -99.25855361897264 35.423529533035946, -99.275919563878 35.43221250548863, -99.34711993799002 35.42179293854541, -99.36622247738592 35.414846560583264, -99.40442755617774 35.39053423771575, -99.43394966251685 35.3835878597536, -99.51730619806263 35.38011467077253, -99.54335511542068 35.36795850933877, -99.59718954462731 35.333226619528034, -99.61108230055162 35.314124080132125, -99.62671165096644 35.27418240684978, -99.64755078485288 35.25855305643495, -99.70833159202168 35.25334327296334, -99.77779537164315 35.232504139076894, -99.81600045043496 35.229030950095826, -100.00007946643186 35.229030950095826)"
2294,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,28,0,ne_1d4_original,,,,,,0,0,0,0,0,,176105,North America,1,Interstate,3.0,6.0,"LINESTRING (-100.00007946643186 35.229030950095826, -100.24841247857862 35.230767544586364)"
2297,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,136,0,ne_1d4_original,,,,,,0,0,0,0,0,,176405,North America,1,Interstate,3.0,6.0,"LINESTRING (-103.04259301385234 35.18214289885133, -102.9748658287214 35.189089276813476, -102.73521578902732 35.26897262337817, -102.63622990306673 35.27591900134032, -102.53203423363452 35.26376283990656, -102.46083385952251 35.249870083982266, -102.4226287807307 35.23424073356743, -102.39657986337265 35.23771392254851, -102.29064759944991 35.21513819417153, -102.14477366224482 35.20298203273777, -102.1013587999814 35.19256246579455, -101.93811891787094 35.1856160878324, -101.83913303191034 35.190825871304014)"
2298,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,16,0,ne_1d4_original,,,,,,0,0,0,0,0,,176505,North America,1,Interstate,3.0,6.0,"LINESTRING (-101.83913303191034 35.190825871304014, -101.73667395696866 35.18735268232294, -101.69846887817685 35.190825871304014)"
2299,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,34,0,ne_1d4_original,,,,,,0,0,0,0,0,,176605,North America,1,Interstate,3.0,6.0,"LINESTRING (-117.97383244348781 33.85712130257175, -117.92868098673385 33.82933579072316, -117.89394909692311 33.79286730642188, -117.87831974650828 33.787657522950276, -117.8557440181313 33.75639882212061, -117.83837807322594 33.74424266068685, -117.78107045503822 33.709510770876115, -117.73418240379372 33.64352018023572)"
2301,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,163,0,ne_1d4_original,,,,,,0,0,0,0,0,,176805,North America,1,Interstate,3.0,6.0,"LINESTRING (-100.24841247857862 35.230767544586364, -100.34739836453922 35.22382116662421, -100.51758462461183 35.229030950095826, -100.6339364554778 35.22555776111475, -100.7242393689857 35.211665005190454, -100.76939082573966 35.21340159968099, -100.83190822739898 35.18387949334187, -100.9934115150189 35.189089276813476, -101.15665139712937 35.209928410699916, -101.20874923184547 35.211665005190454, -101.31294490127769 35.20645522171885, -101.36330614150324 35.20819181620938, -101.39456484233291 35.218611383152606, -101.46402862195438 35.21687478866207, -101.54564856300962 35.22382116662421, -101.59253661425412 35.218611383152606, -101.61684893712163 35.20471862722831, -101.68457612225257 35.199508843756696, -101.69846887817685 35.190825871304014)"
2302,3,Road,Major Highway,USA,,New in version 2.0.0,95,,,,0,114,0,ne_1d4_original,,,,,,0,0,0,0,0,,176905,North America,1,Interstate,3.0,6.0,"LINESTRING (-80.54848457792909 33.318777010505336, -80.46512804238331 33.492436459559016, -80.40261064072399 33.54800748325619, -80.33141026661198 33.596632128991224, -80.30536134925393 33.6192078573682, -80.28278562087695 33.64178358574518, -80.27757583740534 33.655676341669476, -80.23937075861353 33.709510770876115, -80.21332184125548 33.73382309374363, -80.18727292389742 33.749452444158464, -80.1577508175583 33.801550278874565, -80.01361347484375 34.00299523977684, -79.89378845499671 34.12976663758602, -79.84863699824275 34.19575722822643)"
2303,3,Road,Major Highway,USA,,New in version 2.0.0,26,,,,0,94,0,ne_1d4_original,,,,,,0,0,0,0,0,,177005,North America,1,Interstate,3.0,6.0,"LINESTRING (-80.54848457792909 33.318777010505336, -80.59016284570197 33.35698208929715, -80.7568759167935 33.482016892615796, -80.84023245233927 33.574056400614246, -80.88538390909322 33.65914953065055, -80.93400855482825 33.73382309374363, -80.94790131075256 33.751189038649, -80.98610638954436 33.77550136151652, -81.00520892894026 33.80502346785564, -81.04341400773207 33.891853192382484, -81.09724843693871 33.95958037751342, -81.10419481490086 33.97520972792825, -81.10419481490086 34.02036118468221, -81.10940459837248 34.035990535097035)"
2305,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,106,0,ne_1d4_original,,,,,,0,0,0,0,0,,177205,North America,1,Interstate,3.0,6.0,"LINESTRING (-106.58698236903797 35.107469335758246, -106.5036258334922 35.07273744594751, -106.46021097122878 35.06405447349483, -106.41505951447482 35.07100085145697, -106.40637654202214 35.07968382390966, -106.38206421915463 35.07968382390966, -106.32475660096691 35.11615230821093, -106.3143370340237 35.1144157137204, -106.15630693538483 35.048425123079994, -106.03648191553779 35.005010260816576, -105.71347534029795 35.00327366632604, -105.70305577335473 35.01022004428818, -105.66137750558185 35.00848344979765)"
2306,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,76,0,ne_1d4_original,,,,,,0,0,0,0,0,,177305,North America,1,Interstate,3.0,6.0,"LINESTRING (-103.7007623257658 35.157830575983816, -103.67471340840774 35.17172333190811, -103.49584417588245 35.18214289885133, -103.47500504199601 35.161303764964885, -103.45763909709063 35.1526207925122, -103.33955067173413 35.107469335758246, -103.32739451030038 35.10573274126771, -103.22667202984924 35.128308469644686, -103.09121765958737 35.17693311537972, -103.04259301385234 35.18214289885133)"
2307,4,Road,Major Highway,USA,,New in version 2.0.0,20,,,,0,112,0,ne_1d4_original,,,,,,0,0,0,0,0,,177505,North America,1,Interstate,4.0,7.0,"LINESTRING (-81.10940459837248 34.035990535097035, -81.17713178350341 33.99952205079576, -81.23964918516273 33.954370594041805, -81.33168869316118 33.91095573177839, -81.38031333889622 33.87622384196765, -81.47061625240413 33.79460390091242, -81.51924089813916 33.75813541661115, -81.63732932349566 33.67998866453699, -81.72936883149411 33.64004699125464, -81.80751558356828 33.626154235330354, -81.93602357586799 33.565373428161564, -81.94991633179228 33.54974407774673, -82.01243373345162 33.52890494386029)"
2309,5,Road,Major Highway,USA,,New in version 2.0.0,BUS40,,,,0,17,0,ne_1d4_original,,,,,,0,0,0,0,0,,177905,North America,1,Interstate,5.0,7.4,"LINESTRING (-101.83913303191034 35.190825871304014, -101.86691854375893 35.168250142927036, -101.92596275643717 35.1005229577961, -101.9363823233804 35.076210634928586, -101.93985551236148 35.05363490655161)"
2310,5,Road,Major Highway,USA,,New in version 2.0.0,44,,,,0,36,1,ne_1d4_original,,,,,,0,0,0,0,0,,178005,North America,1,Interstate,5.0,8.0,"LINESTRING (-97.67315911543184 35.24519548838464, -97.71993090035703 35.22034797764314, -97.77550192405421 35.180406304360794, -97.83454613673246 35.1335182531163, -97.88490737695803 35.08315701289073, -97.91790267227823 35.03105917817463, -97.93700521167413 35.02411280021248)"
2312,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,111,0,ne_1d4_original,,,,,,0,0,0,0,0,,178205,North America,1,Interstate,3.0,6.0,"LINESTRING (-104.66457226801371 34.935546481195104, -104.63852335065567 34.94075626466671, -104.6159476222787 34.954649020591006, -104.49091281896004 35.01195663877872, -104.44749795669662 35.01022004428818, -104.34503888175495 35.05016171757053, -104.28946785805778 35.06405447349483, -104.23389683436059 35.069264256966434, -104.17832581066341 35.06231787900429, -104.15748667677697 35.06405447349483, -103.99771998364758 35.11267911922986, -103.94562214893148 35.12309868617308, -103.86052901889518 35.11267911922986, -103.8188507511223 35.138728036587906, -103.79627502274532 35.14567441455006, -103.7198648651617 35.147411009040596, -103.7007623257658 35.157830575983816)"
2313,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,112,0,ne_1d4_original,,,,,,0,0,0,0,0,,178305,North America,1,Interstate,3.0,6.0,"LINESTRING (-105.66137750558185 35.00848344979765, -105.55023545818749 34.99980047734496, -105.54155248573481 35.00848344979765, -105.51203037939568 35.01022004428818, -105.35400028075684 34.996327288363894, -104.77571431540808 34.973751559986916, -104.74792880355949 34.97027837100584, -104.69062118537177 34.94075626466671, -104.66457226801371 34.935546481195104)"
2314,4,Road,Major Highway,USA,,New in version 2.0.0,20,,,,0,55,0,ne_1d4_original,,,,,,0,0,0,0,0,,178405,North America,1,Interstate,4.0,7.0,"LINESTRING (-82.01243373345162 33.52890494386029, -82.06453156816771 33.5011194320117, -82.1114196194122 33.4872266760874, -82.16872723759992 33.48549008159687, -82.31460117480502 33.49590964854009, -82.35106965910629 33.504592620992774, -82.502153379783 33.51327559344546)"
2315,3,Road,Major Highway,USA,,New in version 2.0.0,85,,,,0,44,0,ne_1d4_original,,,,,,0,0,0,0,0,,178505,North America,1,Interstate,3.0,6.0,"LINESTRING (-84.37767542956274 33.80676006234618, -84.32905078382771 33.82412600725155, -84.31342143341288 33.83975535766638, -84.27868954360214 33.85712130257175, -84.19706960254692 33.91442892075946, -84.08419096066203 33.97694632241878, -84.06508842126611 34.00994161773899, -84.03209312594592 34.0342539406065)"
2316,3,Road,Major Highway,USA,,New in version 2.0.0,75,,,,0,163,0,ne_1d4_original,,,,,,0,0,0,0,0,,178605,North America,1,Interstate,3.0,6.0,"LINESTRING (-84.37767542956274 33.80676006234618, -84.44540261469368 33.89011659789195, -84.49576385491925 33.93874124362698, -84.507920016353 33.96652675547556, -84.57391060699341 34.03078075162543, -84.6069059023136 34.07766880286992, -84.6260084417095 34.08982496430368, -84.65032076457702 34.09503474777529, -84.71804794970795 34.086351775322605, -84.75972621748085 34.12282025962388, -84.7718823789146 34.147132582491395, -84.76667259544298 34.19054744475481, -84.76146281197137 34.20617679516965, -84.73715048910387 34.21485976762233, -84.73541389461333 34.22180614558447, -84.744096867066 34.23569890150877, -84.78577513483889 34.24438187396145, -84.80661426872534 34.25480144090467, -84.82050702464963 34.270430791319505, -84.84655594200768 34.320792031545075, -84.90386356019539 34.372889866261175, -84.91601972162916 34.38851921667601, -84.91775631611969 34.41977791750567, -84.91254653264808 34.515290614485195, -84.91775631611969 34.54307612633379, -84.94206863898721 34.569125043691834, -84.99590306819384 34.66984752414297, -85.00111285166545 34.801828705423766, -85.01326901309922 34.810511677876455, -85.01847879657082 34.853926540139874, -85.04279111943833 34.87823886300739, -85.14351359988947 34.91818053628973, -85.1539331668327 34.93728307568564, -85.1730357062286 34.9494392371194, -85.19734802909612 34.98590772142067)"
2317,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,8,0,ne_1d4_original,,,,,,0,0,0,0,0,,178705,North America,1,Interstate,3.0,6.0,"LINESTRING (-92.23229231026072 34.780989571537326, -92.27049738905254 34.709789197425316)"
2318,5,Road,Major Highway,USA,,New in version 2.0.0,59,,,,0,89,0,ne_1d4_original,,,,,,0,0,0,0,0,,178805,North America,1,Interstate,5.0,8.0,"LINESTRING (-86.0743282468172 34.02036118468221, -86.07780143579828 34.02730756264435, -85.99270830576198 34.08982496430368, -85.98402533330929 34.10545431471851, -85.99097171127144 34.138449610038705, -85.97707895534714 34.16276193290622, -85.87982966387708 34.27564057479112, -85.84857096304742 34.320792031545075, -85.80689269527454 34.36420689380849, -85.78431696689756 34.40414856709084, -85.70096043135179 34.49097829161768, -85.68533108093696 34.546549315314856, -85.64712600214514 34.58822758308774, -85.60892092335334 34.65421817372814, -85.55334989965615 34.71499898089693)"
2320,3,Road,Major Highway,USA,,New in version 2.0.0,85,,,,0,3,0,ne_1d4_original,,,,,,0,0,0,0,0,,179105,North America,1,Interstate,3.0,6.0,"LINESTRING (-84.37767542956274 33.80676006234618, -84.38809499650597 33.77202817253544)"
2322,3,Road,Major Highway,USA,,New in version 2.0.0,85,,,,0,3,0,ne_1d4_original,,,,,,0,0,0,0,0,,179405,North America,1,Interstate,3.0,6.0,"LINESTRING (-84.38809499650597 33.77202817253544, -84.38809499650597 33.739032877215244)"
2323,3,Road,Major Highway,USA,,New in version 2.0.0,85,,,,0,12,0,ne_1d4_original,,,,,,0,0,0,0,0,,179505,North America,1,Interstate,3.0,6.0,"LINESTRING (-84.49055407144763 33.76334520008276, -84.41414391386401 33.74076947170578, -84.38809499650597 33.739032877215244)"
2324,4,Road,Major Highway,USA,,New in version 2.0.0,215,,,,0,41,0,ne_1d4_original,,,,,,0,0,0,0,0,,179605,North America,1,Interstate,4.0,7.0,"LINESTRING (-117.18194535580302 33.553217266727806, -117.16978919436927 33.6851984480086, -117.18715513927464 33.76160860559222, -117.2323065960286 33.798077089893496, -117.28093124176362 33.91442892075946, -117.29829718666899 33.943951027098585)"
2325,5,Road,Major Highway,USA,,New in version 2.0.0,15,,,,0,56,0,ne_1d4_original,,,,,,0,0,0,0,0,,179705,North America,1,Interstate,5.0,7.4,"LINESTRING (-117.56399614372113 33.87796043645819, -117.56573273821166 33.85538470808121, -117.52579106492931 33.8362821686853, -117.50842512002394 33.8171796292894, -117.49974214757125 33.79634049540296, -117.48411279715643 33.77897455049759, -117.48411279715643 33.76160860559222, -117.45806387979837 33.76334520008276, -117.44069793489301 33.749452444158464, -117.37297074976208 33.72514012129095, -117.33302907647973 33.69735460944236, -117.24098956848128 33.58968575102908, -117.18368195029356 33.54800748325619)"
2328,4,Road,Major Highway,USA,,New in version 2.0.0,20,,,,0,197,0,ne_1d4_original,,,,,,0,0,0,0,0,,180105,North America,1,Interstate,4.0,7.0,"LINESTRING (-84.24200155046047 33.71617005941409, -84.2387478703198 33.716457148838266, -84.16928409069833 33.70256439291397, -84.11544966149168 33.706037581895046, -84.07724458269988 33.69388142046129, -84.05814204330397 33.67304228657485, -84.01993696451215 33.66088612514109, -83.97825869673927 33.634837207783036, -83.8896923777219 33.60878829042498, -83.78896989727076 33.61573466838713, -83.69866698376285 33.61226147940606, -83.45728034957824 33.55148067223727, -83.36003105810818 33.54974407774673, -83.2905672784867 33.53064153835083, -83.16553247516805 33.544534294275124, -83.03702448286833 33.54974407774673, -82.97798027019007 33.532378132841366, -82.95887773079417 33.53064153835083, -82.92935562445504 33.5341147273319, -82.81647698257015 33.50632921548331, -82.75916936438244 33.49938283752116, -82.69317877374203 33.48549008159687, -82.6584468839313 33.4872266760874, -82.502153379783 33.51327559344546)"
2331,5,Road,Major Highway,USA,,New in version 2.0.0,26,,,,0,85,0,ne_1d4_original,,,,,,0,0,0,0,0,,180505,North America,1,Interstate,5.0,8.0,"LINESTRING (-79.94241310073174 32.79432547436322, -79.96672542359926 32.83600374213611, -79.9736718015614 32.84468671458879, -79.9875645574857 32.84642330907933, -79.99451093544785 32.85684287602255, -80.01361347484375 32.87420882092791, -80.03618920322073 32.91936027768187, -80.06744790405038 32.961038545454755, -80.07960406548415 32.98708746281281, -80.16817038450152 33.06002443141535, -80.21332184125548 33.08780994326394, -80.35051280600788 33.15901031737595, -80.4078204241956 33.21110815209205, -80.42692296359151 33.22500090801635, -80.45644506993064 33.238893663940644, -80.48596717626975 33.270152364770304, -80.54848457792909 33.318777010505336)"
